time,open,high,low,close,volume
2018-01-18 08:00:00,10557.8,11503.5,10500.5,11399.0,2933.33127285
2018-01-18 12:00:00,11398.9,11808.9,11250.0,11596.5,3398.65188978
2018-01-18 16:00:00,11595.3,11599.0,10984.3,11598.2,2086.86736607
2018-01-18 20:00:00,11598.2,11770.5,10824.0,11047.2,1923.39069729
2018-01-19 00:00:00,11036.5,11391.3,10561.0,10868.3,1967.9813832099999
2018-01-19 04:00:00,10868.3,11500.0,10797.0,11046.4,1759.3666347399999
2018-01-19 08:00:00,11046.4,11700.9,10912.2,11543.1,2199.80075108
2018-01-19 12:00:00,11542.8,11800.0,11226.1,11446.6,1782.3854641799999
2018-01-19 16:00:00,11446.6,11650.0,11005.1,11205.8,1140.77970132
2018-01-19 20:00:00,11205.8,11471.3,11000.0,11440.3,244.22170377999998
2018-01-20 00:00:00,11440.3,11780.0,11440.3,11730.0,738.0447979
2018-01-20 04:00:00,11720.0,12737.9,11508.5,12593.4,1621.33989344
2018-01-20 08:00:00,12593.4,12746.5,12314.5,12328.7,1307.81644762
2018-01-20 12:00:00,12328.7,12665.2,12259.8,12510.9,1643.92885892
2018-01-20 16:00:00,12510.9,12990.0,12510.6,12765.0,1307.42135558
2018-01-20 20:00:00,12765.0,12939.3,12600.0,12727.8,660.34491159
2018-01-21 00:00:00,12727.8,12735.6,12267.7,12411.5,1702.2156853299998
2018-01-21 04:00:00,12411.5,12420.0,11612.6,11827.2,2217.61373002
2018-01-21 08:00:00,11827.2,12146.9,11604.2,12146.9,1686.89096638
2018-01-21 12:00:00,12146.9,12219.2,11485.8,11485.8,1867.14605127
2018-01-21 16:00:00,11483.3,11556.1,11143.7,11435.1,1717.9597764
2018-01-21 20:00:00,11435.1,11528.4,11058.6,11528.4,1050.06698097
2018-01-22 00:00:00,11528.4,11737.6,11202.2,11489.7,1336.7166780500002
2018-01-22 04:00:00,11489.7,11738.6,11326.2,11685.0,1357.93927303
2018-01-22 08:00:00,11685.0,11855.9,11250.5,11264.1,1426.81415756
2018-01-22 12:00:00,11264.1,11358.6,10265.3,10429.1,3043.34202899
2018-01-22 16:00:00,10436.3,10717.5,10370.2,10550.1,2074.29110708
2018-01-22 20:00:00,10549.5,10856.7,10030.0,10798.4,2080.5297096500003
2018-01-23 00:00:00,10803.6,10982.6,10601.2,10859.7,1551.53101521
2018-01-23 04:00:00,10859.7,10924.1,10129.0,10264.5,2374.79420591
2018-01-23 08:00:00,10264.5,10655.1,9970.0,10153.3,2854.36102892
2018-01-23 12:00:00,10145.8,10781.8,10038.0,10723.6,2875.80536356
2018-01-23 16:00:00,10723.6,11356.5,10723.6,11010.7,2651.6776337
2018-01-23 20:00:00,11010.7,11187.6,10753.2,10813.9,1570.2240071
2018-01-24 00:00:00,10813.9,10891.0,10500.0,10799.6,1686.96369904
2018-01-24 04:00:00,10796.4,11000.0,10483.8,10908.8,897.67941354
2018-01-24 08:00:00,10911.9,11300.0,10720.5,11068.0,380.49550504
2018-01-24 12:00:00,11068.6,11490.1,11010.2,11077.8,2317.51896447
2018-01-24 16:00:00,11087.3,11248.3,10900.0,11203.6,1732.62594074
2018-01-24 20:00:00,11203.6,11399.0,11071.0,11361.4,971.81448606
2018-01-25 00:00:00,11361.4,11720.3,11266.8,11651.9,2305.8533821
2018-01-25 04:00:00,11651.9,11660.5,11430.0,11472.0,1481.78589218
2018-01-25 08:00:00,11472.0,11484.8,11174.3,11216.1,1474.04038999
2018-01-25 12:00:00,11216.1,11290.0,10991.5,11038.3,1733.53009695
2018-01-25 16:00:00,11038.3,11310.9,10970.0,11251.9,1271.51521662
2018-01-25 20:00:00,11238.5,11376.1,11123.0,11204.2,778.22414353
2018-01-26 00:00:00,11204.2,11668.6,11177.8,11535.5,1436.02300754
2018-01-26 04:00:00,11535.5,11583.4,11030.8,11039.7,1196.85044808
2018-01-26 08:00:00,11039.7,11039.7,10333.0,10545.1,3461.7997495
2018-01-26 12:00:00,10545.1,11032.8,10443.9,11032.8,2370.84666278
2018-01-26 16:00:00,11032.8,11299.3,10899.1,10932.9,1723.76466647
2018-01-26 20:00:00,10932.9,11161.9,10775.2,11130.0,741.88172535
2018-01-27 00:00:00,11130.0,11199.1,10882.0,11006.0,1644.42551629
2018-01-27 04:00:00,11006.0,11412.9,10983.9,11234.2,1804.38844743
2018-01-27 08:00:00,11234.2,11335.9,10898.0,10990.5,1207.59650805
2018-01-27 12:00:00,10990.5,11500.3,10952.8,11478.3,1455.36852756
2018-01-27 16:00:00,11478.3,11580.0,11395.8,11513.3,1035.94391463
2018-01-27 20:00:00,11513.3,11626.5,11378.1,11462.0,783.94435313
2018-01-28 00:00:00,11462.0,11621.2,11426.6,11590.0,1124.70647208
2018-01-28 04:00:00,11590.0,12186.3,11590.0,11946.5,1933.4589139299999
2018-01-28 08:00:00,11946.5,13891.0,10600.0,11990.9,1501.34528279
2018-01-28 12:00:00,11992.7,12046.0,11666.0,11753.0,1509.05367286
2018-01-28 16:00:00,11753.0,11880.9,11742.0,11860.0,531.7504674
2018-01-28 20:00:00,11860.0,11944.0,11778.3,11839.4,618.36571461
2018-01-29 00:00:00,11839.4,11944.0,11448.0,11574.1,1299.76734042
2018-01-29 04:00:00,11574.1,11692.0,11304.0,11324.6,1152.54735058
2018-01-29 08:00:00,11324.6,11485.0,11111.0,11249.9,1133.18942188
2018-01-29 12:00:00,11249.9,11404.9,11202.3,11389.9,1007.0731014200001
2018-01-29 16:00:00,11389.9,11464.0,11249.6,11260.0,778.95976551
2018-01-29 20:00:00,11260.0,11337.8,11132.5,11265.0,671.59956665
2018-01-30 00:00:00,11265.0,11287.7,10800.0,10989.0,1244.02185403
2018-01-30 04:00:00,10989.0,11118.3,10951.5,11100.8,859.45751449
2018-01-30 08:00:00,11100.8,11193.3,10879.2,11028.8,1174.89319243
2018-01-30 12:00:00,11028.8,11074.2,10236.3,10334.4,2656.67178933
2018-01-30 16:00:00,10334.4,10496.0,9900.0,10385.3,3389.46565392
2018-01-30 20:00:00,10385.3,10515.0,10090.8,10211.9,1815.16513348
2018-01-31 00:00:00,10211.9,10250.8,9712.0,10074.2,3014.74010507
2018-01-31 04:00:00,10074.2,10316.3,9815.0,10286.6,1699.33453893
2018-01-31 08:00:00,10286.6,10362.7,10060.0,10294.1,1430.7759092000001
2018-01-31 12:00:00,10294.1,10402.8,9904.1,10028.9,1756.09248687
2018-01-31 16:00:00,10028.9,10183.1,9879.0,10087.0,1480.08309606
2018-01-31 20:00:00,10087.0,10290.0,10073.0,10289.9,735.75664913
2018-02-01 00:00:00,10289.8,10300.0,10068.3,10081.2,816.2681397599999
2018-02-01 04:00:00,10068.3,10298.9,10009.4,10101.4,1867.35448862
2018-02-01 08:00:00,10101.4,10101.4,9521.9,9600.0,3479.65026382
2018-02-01 12:00:00,9599.0,9662.8,9268.0,9341.5,3746.92410345
2018-02-01 16:00:00,9341.5,9341.5,8950.0,9017.6,2955.1455946200003
2018-02-01 20:00:00,9017.6,9539.9,8863.0,9224.9,2996.80360699
2018-02-02 00:00:00,9222.3,9247.3,8767.8,8895.8,3949.5670494299998
2018-02-02 04:00:00,8895.8,8918.8,8512.2,8676.0,3614.44070812
2018-02-02 08:00:00,8677.5,8687.2,8220.3,8304.9,4654.58066247
2018-02-02 12:00:00,8304.9,9100.0,8050.0,9072.0,5917.78514336
2018-02-02 16:00:00,9076.5,9200.0,8556.0,8700.0,2573.39902958
2018-02-02 20:00:00,8700.0,8972.8,8592.3,8881.7,1656.1916418199999
2018-02-03 00:00:00,8881.7,8928.8,8262.6,8358.6,1919.97494138
2018-02-03 04:00:00,8358.6,8784.5,8260.0,8707.1,2064.9413923399998
2018-02-03 08:00:00,8707.4,9115.1,8602.8,9110.6,2090.00373158
2018-02-03 12:00:00,9110.6,9473.1,8967.2,9188.9,2852.90298473
2018-02-03 16:00:00,9188.9,9428.9,9051.0,9354.3,1994.12349387
2018-02-03 20:00:00,9354.3,9470.6,9035.0,9234.1,1206.51800566
2018-02-04 00:00:00,9234.1,9235.6,8936.3,9217.8,1163.50364834
2018-02-04 04:00:00,9217.8,9367.1,9085.5,9199.2,1378.78413735
2018-02-04 08:00:00,9199.2,9228.2,8600.0,8635.7,1271.15766705
2018-02-04 12:00:00,8635.7,8899.9,8450.0,8837.6,2021.25635075
2018-02-04 16:00:00,8837.6,8837.6,8219.0,8260.7,2521.44382391
2018-02-04 20:00:00,8260.7,8443.9,7938.1,8188.0,2944.99251241
2018-02-05 00:00:00,8188.0,8346.1,7908.9,8161.7,3336.4307545
2018-02-05 04:00:00,8161.7,8367.3,7940.0,7988.3,2960.12407136
2018-02-05 08:00:00,7988.3,8071.0,7531.5,7591.9,5066.83040911
2018-02-05 12:00:00,7591.9,7805.8,7222.0,7424.6,5757.329420149999
2018-02-05 16:00:00,7424.6,7511.3,6680.0,6748.3,5049.57143483
2018-02-05 20:00:00,6748.3,7500.0,6689.0,6959.4,6846.60580941
2018-02-06 00:00:00,6959.4,7200.9,6202.4,6366.1,5976.98143375
2018-02-06 04:00:00,6366.1,6655.5,6032.3,6092.9,8352.34681288
2018-02-06 08:00:00,6092.9,6957.4,6074.7,6557.4,9692.027136
2018-02-06 12:00:00,6544.8,7423.5,6461.6,7310.1,9692.33472254
2018-02-06 16:00:00,7310.1,7602.1,6810.0,7547.6,7085.08696779
2018-02-06 20:00:00,7547.6,7858.8,7436.5,7677.6,6040.374572799999
2018-02-07 00:00:00,7677.6,7791.3,7199.0,7240.0,4920.69545407
2018-02-07 04:00:00,7235.1,7737.6,7182.3,7693.8,4379.46162584
2018-02-07 08:00:00,7693.8,8287.5,7587.8,8143.1,4173.23376681
2018-02-07 12:00:00,8136.5,8499.9,8044.6,8165.4,1729.2641965399998
2018-02-07 16:00:00,8165.4,8417.0,7924.1,8140.0,878.0226781599999
2018-02-07 20:00:00,8134.7,8262.7,7562.0,7596.4,828.48002357
2018-02-08 00:00:00,7568.7,8142.9,7400.0,7988.9,887.28912116
2018-02-08 04:00:00,7988.8,8299.0,7891.3,8292.0,739.72878262
2018-02-08 08:00:00,8290.0,8599.3,8120.8,8468.0,980.85139751
2018-02-08 12:00:00,8469.1,8700.8,8222.0,8245.1,919.78983629
2018-02-08 16:00:00,8244.0,8474.0,8084.0,8417.7,566.96834847
2018-02-08 20:00:00,8442.9,8442.9,8144.0,8271.0,349.37165186
2018-02-09 00:00:00,8287.2,8287.2,7833.1,8076.8,1292.24266804
2018-02-09 04:00:00,8075.0,8091.3,7760.0,8021.8,1116.4888420799998
2018-02-09 08:00:00,8023.0,8339.9,7891.3,8300.0,1481.91945666
2018-02-09 12:00:00,8300.0,8494.0,8199.9,8364.0,1526.56223536
2018-02-09 16:00:00,8363.6,8750.0,8322.0,8640.5,717.84939231
2018-02-09 20:00:00,8656.8,8725.2,8451.0,8694.9,416.44938883
2018-02-10 00:00:00,8685.2,8990.3,8591.3,8898.0,933.13724348
2018-02-10 04:00:00,8898.0,9036.7,8763.4,8925.0,1138.0003473699999
2018-02-10 08:00:00,8925.0,8925.0,8500.0,8647.9,1451.97172136
2018-02-10 12:00:00,8642.8,8779.9,8269.8,8311.9,1379.34206077
2018-02-10 16:00:00,8301.0,8443.7,8188.0,8419.9,1781.24420518
2018-02-10 20:00:00,8412.0,8569.4,8153.1,8532.4,1108.41668694
2018-02-11 00:00:00,8532.4,8535.0,7980.0,8003.1,1751.90921059
2018-02-11 04:00:00,8003.1,8168.0,7857.4,7908.6,2978.60278198
2018-02-11 08:00:00,7917.8,8188.9,7820.2,8175.1,2490.6933464
2018-02-11 12:00:00,8175.1,8452.0,8140.0,8426.0,1477.0380483
2018-02-11 16:00:00,8426.0,8475.0,8189.6,8293.6,794.00407592
2018-02-11 20:00:00,8293.6,8341.3,8024.0,8060.0,358.13940408
2018-02-12 00:00:00,8063.0,8559.3,8063.0,8474.8,1163.77114639
2018-02-12 04:00:00,8462.0,8550.0,8351.0,8482.8,1480.90990641
2018-02-12 08:00:00,8482.8,8838.0,8464.6,8640.2,2664.25989698
2018-02-12 12:00:00,8647.1,8781.7,8488.0,8640.0,2892.8609985499997
2018-02-12 16:00:00,8650.5,8791.3,8600.0,8782.3,1542.5390534399999
2018-02-12 20:00:00,8797.0,8976.8,8733.4,8901.9,1037.41376468
2018-02-13 00:00:00,8901.9,8920.0,8638.9,8750.0,1557.07144694
2018-02-13 04:00:00,8740.2,8764.8,8541.3,8633.1,2036.90346564
2018-02-13 08:00:00,8630.0,8649.2,8360.0,8526.6,2159.8188362299998
2018-02-13 12:00:00,8522.8,8660.0,8440.0,8500.0,1637.81357292
2018-02-13 16:00:00,8504.9,8648.0,8500.0,8629.6,891.15387112
2018-02-13 20:00:00,8637.6,8721.9,8474.3,8532.2,560.98637432
2018-02-14 00:00:00,8544.9,8722.0,8520.0,8688.0,1054.38675582
2018-02-14 04:00:00,8690.0,8923.0,8689.9,8887.3,2047.51362602
2018-02-14 08:00:00,8884.7,8947.8,8770.0,8939.9,2515.08179203
2018-02-14 12:00:00,8930.0,9307.3,8928.5,9300.0,2343.6605894599998
2018-02-14 16:00:00,9307.3,9380.0,9182.2,9254.9,1012.6527081899999
2018-02-14 20:00:00,9254.8,9509.9,9200.2,9457.0,675.69338481
2018-02-15 00:00:00,9464.4,9700.2,9321.6,9634.0,1278.39310476
2018-02-15 04:00:00,9641.0,9789.0,9596.6,9780.4,2057.92802622
2018-02-15 08:00:00,9787.9,9897.0,9398.5,9577.8,2646.90727234
2018-02-15 12:00:00,9559.3,9834.8,9543.0,9788.9,1880.67631738
2018-02-15 16:00:00,9774.0,10200.0,9730.0,10111.7,1240.3162192300001
2018-02-15 20:00:00,10103.4,10160.0,9841.3,10025.8,664.10737893
2018-02-16 00:00:00,10019.5,10274.9,9991.3,10082.8,1220.50601863
2018-02-16 04:00:00,10070.0,10122.6,9666.0,9729.5,1921.51553138
2018-02-16 08:00:00,9729.5,9960.2,9663.3,9792.1,2306.45363309
2018-02-16 12:00:00,9792.1,10110.9,9753.9,10009.3,1879.37184725
2018-02-16 16:00:00,10016.9,10141.3,9888.0,10028.0,1025.98067845
2018-02-16 20:00:00,10012.1,10214.4,9948.2,10172.0,650.02765762
2018-02-17 00:00:00,10172.1,10491.3,10045.7,10461.5,1205.6501457900001
2018-02-17 04:00:00,10461.5,10772.2,10440.0,10696.2,1850.84916791
2018-02-17 08:00:00,10696.2,10860.0,10574.4,10692.3,2458.30634864
2018-02-17 12:00:00,10685.5,10838.9,10500.0,10709.0,1846.71430872
2018-02-17 16:00:00,10716.1,10846.4,10682.8,10702.5,1080.43443152
2018-02-17 20:00:00,10711.9,11091.3,10661.4,11060.0,720.60891856
2018-02-18 00:00:00,11062.5,11249.0,10799.8,10805.4,1230.51580407
2018-02-18 04:00:00,10804.4,10922.0,10300.0,10551.9,2331.02103566
2018-02-18 08:00:00,10546.1,10587.9,10112.0,10577.0,2531.8627599
2018-02-18 12:00:00,10576.8,10845.0,10383.1,10594.7,1946.09380297
2018-02-18 16:00:00,10594.7,10847.9,10428.0,10825.2,1151.17730215
2018-02-18 20:00:00,10825.2,10836.8,10327.5,10383.4,697.36895615
2018-02-19 00:00:00,10400.0,10639.5,10302.0,10532.6,1116.12023117
2018-02-19 04:00:00,10499.0,10850.0,10400.0,10800.0,1840.3681063200002
2018-02-19 08:00:00,10783.1,11038.2,10702.0,10937.9,2388.61872375
2018-02-19 12:00:00,10929.3,11230.0,10843.8,11187.9,2070.16462737
2018-02-19 16:00:00,11183.0,11235.9,10900.0,11134.2,1064.57264345
2018-02-19 20:00:00,11134.8,11221.0,11021.4,11153.7,603.42257663
2018-02-20 00:00:00,11167.1,11495.0,11150.0,11410.0,1229.7035729499999
2018-02-20 04:00:00,11400.0,11649.9,11384.5,11530.0,1967.1846394499998
2018-02-20 08:00:00,11530.0,11558.0,11181.2,11417.0,2454.5398227200003
2018-02-20 12:00:00,11417.0,11597.9,11370.0,11497.4,1974.25812253
2018-02-20 16:00:00,11497.4,11734.0,11473.8,11686.5,1226.70730912
2018-02-20 20:00:00,11677.8,11774.0,11111.0,11206.7,923.02720681
2018-02-21 00:00:00,11198.7,11270.0,10850.0,10892.8,1427.74947227
2018-02-21 04:00:00,10932.9,11123.0,10658.0,11100.0,2095.3404457899996
2018-02-21 08:00:00,11100.0,11176.9,10855.0,10937.9,2487.05340984
2018-02-21 12:00:00,10937.9,11099.0,10410.0,10583.0,2038.74818237
2018-02-21 16:00:00,10555.8,10644.7,10326.0,10401.0,1216.4005843
2018-02-21 20:00:00,10416.7,10557.0,10235.0,10450.0,695.3916237000001
2018-02-22 00:00:00,10440.0,10792.9,10272.5,10700.0,1237.45351768
2018-02-22 04:00:00,10700.8,10919.2,10526.8,10615.7,1442.91317925
2018-02-22 08:00:00,10615.7,10649.9,10081.3,10247.6,2398.5546476
2018-02-22 12:00:00,10237.1,10327.0,9750.0,9990.0,2206.64779104
2018-02-22 16:00:00,10004.6,10069.9,9710.6,10022.0,1063.8758337
2018-02-22 20:00:00,10022.0,10125.0,9808.0,9825.2,618.44303691
2018-02-23 00:00:00,9825.4,9836.0,9560.0,9814.9,1338.58128012
2018-02-23 04:00:00,9800.0,9995.6,9700.0,9866.9,2010.39162252
2018-02-23 08:00:00,9866.9,10225.9,9840.0,10185.8,2396.60301788
2018-02-23 12:00:00,10185.8,10400.0,10103.2,10310.1,1952.9815196700001
2018-02-23 16:00:00,10300.1,10300.1,10010.3,10040.0,1107.11758905
2018-02-23 20:00:00,10036.6,10212.9,9880.0,10157.4,702.47263052
2018-02-24 00:00:00,10140.1,10455.9,10109.7,10381.0,1137.22863024
2018-02-24 04:00:00,10381.0,10495.0,9935.0,10110.0,1874.11928592
2018-02-24 08:00:00,10110.9,10130.9,9650.0,9760.0,2379.19694256
2018-02-24 12:00:00,9755.0,9827.8,9570.0,9731.5,2046.5790064500002
2018-02-24 16:00:00,9739.6,9795.0,9520.0,9585.3,1082.05677812
2018-02-24 20:00:00,9578.2,9700.0,9350.0,9684.7,749.62131736
2018-02-25 00:00:00,9684.7,9764.9,9500.0,9575.7,1034.94924932
2018-02-25 04:00:00,9563.0,9839.7,9534.0,9744.9,1941.72409118
2018-02-25 08:00:00,9745.0,9794.4,9537.7,9664.3,2357.46192535
2018-02-25 12:00:00,9656.0,9699.9,9285.0,9399.9,2026.30903595
2018-02-25 16:00:00,9378.5,9511.9,9291.9,9462.1,1132.97812794
2018-02-25 20:00:00,9448.6,9678.0,9447.7,9585.9,597.30467728
2018-02-26 00:00:00,9585.9,9759.6,9529.0,9584.9,1187.26525007
2018-02-26 04:00:00,9586.7,9666.8,9400.9,9468.7,1992.14809108
2018-02-26 08:00:00,9474.2,9750.0,9320.1,9724.0,2299.17026642
2018-02-26 12:00:00,9717.7,10360.6,9644.6,10277.9,2422.45495418
2018-02-26 16:00:00,10277.9,10475.0,10129.8,10236.3,1234.78273824
2018-02-26 20:00:00,10252.1,10437.2,10158.0,10301.6,695.58125031
2018-02-27 00:00:00,10301.6,10411.0,10130.0,10275.0,1178.32237831
2018-02-27 04:00:00,10274.9,10629.9,10225.4,10621.9,2238.57920218
2018-02-27 08:00:00,10610.9,10769.9,10584.4,10700.1,2696.4128569599998
2018-02-27 12:00:00,10700.1,10874.3,10480.0,10583.7,2260.88416633
2018-02-27 16:00:00,10589.4,10750.0,10556.4,10682.4,1104.67133956
2018-02-27 20:00:00,10682.4,10800.0,10572.2,10584.7,642.57788481
2018-02-28 00:00:00,10578.1,10958.0,10565.0,10900.0,1253.9481190699998
2018-02-28 04:00:00,10909.9,11070.0,10668.0,10744.8,2187.12907889
2018-02-28 08:00:00,10744.8,10795.0,10478.3,10557.3,2558.69380782
2018-02-28 12:00:00,10557.3,10610.2,10372.0,10507.7,1999.7937809
2018-02-28 16:00:00,10501.5,10550.0,10409.2,10545.2,1120.58069973
2018-02-28 20:00:00,10545.2,10694.3,10288.0,10325.0,748.87383174
2018-03-01 00:00:00,10325.0,10442.9,10233.0,10359.3,1233.05618298
2018-03-01 04:00:00,10358.5,10550.0,10325.0,10530.0,2028.25638384
2018-03-01 08:00:00,10540.9,10743.6,10535.0,10685.9,2449.5684106500003
2018-03-01 12:00:00,10685.9,10845.6,10615.0,10717.6,2092.20882183
2018-03-01 16:00:00,10702.8,10942.8,10681.6,10892.8,1183.29218471
2018-03-01 20:00:00,10891.5,11072.0,10820.0,10925.6,738.77963049
2018-03-02 00:00:00,10913.7,11188.1,10913.7,11120.0,1389.59863881
2018-03-02 04:00:00,11102.0,11148.2,10900.0,11085.0,1942.97855528
2018-03-02 08:00:00,11080.0,11129.8,10836.0,10908.0,2495.35427969
2018-03-02 12:00:00,10908.0,11035.9,10780.0,10854.9,2003.29045652
2018-03-02 16:00:00,10854.9,10947.9,10778.9,10930.7,1048.53001091
2018-03-02 20:00:00,10915.9,11123.0,10873.7,11019.3,694.23814884
2018-03-03 00:00:00,11019.3,11391.0,11018.7,11314.0,1571.57389191
2018-03-03 04:00:00,11317.0,11409.9,11300.0,11320.0,1942.67847425
2018-03-03 08:00:00,11310.1,11368.4,11250.0,11275.0,2503.73740781
2018-03-03 12:00:00,11275.0,11497.9,11274.9,11479.9,1962.1656862700002
2018-03-03 16:00:00,11479.9,11520.0,11430.5,11476.0,1122.73839237
2018-03-03 20:00:00,11484.9,11498.7,11274.9,11450.0,647.6221401
2018-03-04 00:00:00,11450.0,11450.0,11127.2,11170.0,1127.40484362
2018-03-04 04:00:00,11175.1,11247.7,11067.5,11147.9,2082.52209742
2018-03-04 08:00:00,11147.9,11268.9,11100.0,11166.8,2337.41520601
2018-03-04 12:00:00,11166.8,11259.9,11090.0,11133.3,1974.11593048
2018-03-04 16:00:00,11133.3,11430.0,11107.5,11388.4,1196.08738408
2018-03-04 20:00:00,11382.0,11550.3,11368.0,11515.0,682.83029292
2018-03-05 00:00:00,11515.0,11586.6,11400.0,11578.1,1170.78510271
2018-03-05 04:00:00,11576.5,11619.9,11484.2,11527.4,1849.23350105
2018-03-05 08:00:00,11539.9,11539.9,11425.1,11511.0,2324.92863022
2018-03-05 12:00:00,11518.0,11591.4,11433.0,11505.8,1947.26964173
2018-03-05 16:00:00,11499.3,11679.9,11461.0,11660.4,1089.49655968
2018-03-05 20:00:00,11660.4,11684.6,11450.0,11452.0,653.40347016
2018-03-06 00:00:00,11452.0,11452.0,11200.0,11252.0,1240.27601359
2018-03-06 04:00:00,11252.0,11343.4,11234.1,11265.0,1828.58966204
2018-03-06 08:00:00,11265.0,11309.9,10875.9,10935.8,2535.59406099
2018-03-06 12:00:00,10936.0,11034.2,10804.7,10972.5,1987.29174236
2018-03-06 16:00:00,10963.9,10998.8,10580.0,10702.0,1185.97260477
2018-03-06 20:00:00,10711.2,10820.0,10580.0,10721.2,690.14284931
2018-03-07 00:00:00,10717.0,10899.3,10672.5,10725.0,1121.2601473
2018-03-07 04:00:00,10733.9,10833.9,10410.0,10508.0,2030.54832308
2018-03-07 08:00:00,10508.0,10644.4,10419.3,10624.1,2234.74136632
2018-03-07 12:00:00,10633.9,10744.9,10513.3,10663.9,1987.7632452399998
2018-03-07 16:00:00,10669.4,10706.1,9411.6,9842.3,2475.24978144
2018-03-07 20:00:00,9838.0,10111.1,9709.6,9903.3,928.81890745
2018-03-08 00:00:00,9905.0,10026.0,9500.0,9542.5,1476.61204697
2018-03-08 04:00:00,9551.3,9981.0,9526.8,9951.2,2168.74370867
2018-03-08 08:00:00,9945.0,10099.0,9835.6,9946.9,2677.36459738
2018-03-08 12:00:00,9926.4,9978.7,9650.5,9892.5,2073.23624383
2018-03-08 16:00:00,9894.4,9899.0,9090.0,9366.5,1782.85022651
2018-03-08 20:00:00,9370.7,9459.0,9224.0,9301.7,658.42329744
2018-03-09 00:00:00,9286.0,9400.0,8871.3,8996.4,1706.27478618
2018-03-09 04:00:00,8993.4,8993.4,8350.0,8710.6,3119.61867243
2018-03-09 08:00:00,8716.2,8952.2,8400.0,8934.2,2858.0102988099998
2018-03-09 12:00:00,8934.9,9143.8,8827.1,8931.7,2311.61958176
2018-03-09 16:00:00,8931.7,9042.9,8650.0,8784.9,1491.5097800100002
2018-03-09 20:00:00,8784.9,9341.0,8733.4,9221.6,1088.58802029
2018-03-10 00:00:00,9221.6,9397.9,9090.0,9217.7,1393.0882970100001
2018-03-10 04:00:00,9229.0,9487.9,9185.5,9340.1,2171.4082688999997
